listing_id,housing_program,county,estate,latitude,longitude,price_kes,bedrooms,property_type,schools_2km,hospitals_3km,transit_stops_1km
2059,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 13 Unit 1729,-1.375773,36.938661,1909809,1,apartment,29,16,17
2060,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 27 Unit 605,-1.455249,36.945162,4009880,2,apartment,6,5,3
2061,Coast affordable,Mombasa,Mombasa Bamburi — Block 12 Unit 1347,-3.975301,39.730796,4560968,3,apartment,7,4,6
2062,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 11 Unit 830,-1.115413,36.96588,2670943,2,apartment,20,4,4
2063,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 10 Unit 1235,-1.275711,36.853506,4282961,3,apartment,33,17,17
2064,County affordable,Nakuru,Nakuru Pipeline — Block 4 Unit 268,-0.280586,36.06847,3750659,3,apartment,11,2,9
2065,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 9 Unit 746,-1.130936,36.955866,4541881,3,maisonette,24,7,12
2066,Private affordable,Kajiado,Ongata Rongai — Block 8 Unit 2031,-1.413063,36.753302,2895213,1,apartment,12,12,12
2067,County affordable,Nakuru,Nakuru Pipeline — Block 18 Unit 1026,-0.296791,36.05246,3965509,2,maisonette,22,5,7
2068,Boma Yangu / AHP,Machakos,Kangundo Road — Block 15 Unit 1617,-1.339907,36.997655,5659830,3,apartment,22,21,17
2069,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 10 Unit 1412,-1.475906,36.984152,4644877,3,maisonette,45,6,6
2070,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 10 Unit 1541,-1.467373,36.965,3059244,2,apartment,23,3,3
2071,Boma Yangu / AHP,Nairobi,Starehe — Block 10 Unit 908,-1.263653,36.832598,2372906,2,apartment,33,8,8
2072,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 10 Unit 1170,-1.299888,36.908122,3911626,2,apartment,32,4,20
2073,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 27 Unit 1383,-1.446258,36.968568,4962513,4,maisonette,8,11,13
2074,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 3 Unit 548,-1.470202,36.961258,3119652,1,maisonette,11,19,20
2075,County affordable,Kisumu,Kisumu Manyatta — Block 26 Unit 244,-0.107184,34.747823,3156272,2,apartment,14,4,6
2076,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 19 Unit 1870,-1.462515,36.982241,4036617,2,apartment,26,10,14
2077,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 21 Unit 1192,-1.484083,36.946506,3272165,3,maisonette,10,8,7
2078,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 4 Unit 1118,-1.455951,36.963648,5644175,3,maisonette,10,5,3
2079,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 1704,-1.15077,36.981695,3722260,3,apartment,40,9,18
2080,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 1 Unit 1293,-1.282353,36.849783,4912731,3,maisonette,35,8,8
2081,Coast affordable,Mombasa,Mombasa Likoni — Block 14 Unit 1532,-4.084523,39.654758,5759174,3,apartment,23,2,6
2082,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 2 Unit 418,-1.301803,36.88657,5161581,3,apartment,18,13,28
2083,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 3 Unit 1561,-1.480422,36.998781,3052640,3,apartment,11,15,22
2084,County affordable,Kisumu,Kisumu Manyatta — Block 5 Unit 1766,-0.104716,34.762656,3666683,2,apartment,21,3,3
2085,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 8 Unit 764,-1.281686,36.858293,6440235,4,maisonette,23,17,30
2086,County affordable,Kisumu,Kisumu Manyatta — Block 15 Unit 582,-0.114796,34.761255,2603494,1,maisonette,13,11,11
2087,County affordable,Nakuru,Nakuru Pipeline — Block 18 Unit 758,-0.288328,36.070801,4993735,3,apartment,13,9,3
2088,County affordable,Kisumu,Kisumu Manyatta — Block 1 Unit 943,-0.104288,34.74986,2987820,2,apartment,7,5,5
2089,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 4 Unit 2009,-1.449322,36.954563,1902612,1,maisonette,11,14,27
2090,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 22 Unit 1798,-1.280114,36.81462,3561564,2,apartment,33,4,11
2091,Coast affordable,Mombasa,Mombasa Bamburi — Block 27 Unit 1235,-3.97111,39.734482,3355513,3,apartment,24,2,10
2092,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 6 Unit 1580,-1.47473,36.993513,3374152,3,apartment,33,7,14
2093,Coast affordable,Mombasa,Mombasa Likoni — Block 20 Unit 1860,-4.103533,39.667798,2642372,1,maisonette,19,6,4
2094,Boma Yangu / AHP,Nairobi,Starehe — Block 20 Unit 1638,-1.275676,36.847093,5505674,3,apartment,19,8,6
2095,Boma Yangu / AHP,Nairobi,Starehe — Block 24 Unit 663,-1.26993,36.844018,4868771,4,apartment,38,16,18
2096,County affordable,Uasin Gishu,Eldoret Langas — Block 22 Unit 1527,0.509496,35.263444,2422189,2,apartment,18,9,8
2097,Boma Yangu / AHP,Machakos,Kangundo Road — Block 11 Unit 804,-1.312572,36.999297,3622452,3,maisonette,16,11,25
2098,Coast affordable,Mombasa,Mombasa Bamburi — Block 11 Unit 723,-3.988676,39.744848,2675131,2,apartment,5,8,2
2099,County affordable,Uasin Gishu,Eldoret Langas — Block 9 Unit 752,0.482806,35.239201,4088937,2,apartment,14,10,5
2100,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 5 Unit 765,-1.233741,36.889562,2756551,1,apartment,13,15,15
2101,Boma Yangu / AHP,Machakos,Kangundo Road — Block 22 Unit 1496,-1.298889,37.00808,2718839,2,apartment,26,13,7
2102,County affordable,Kisumu,Kisumu Manyatta — Block 18 Unit 2070,-0.108366,34.76746,3009920,1,maisonette,18,5,10
2103,Boma Yangu / AHP,Nairobi,Starehe — Block 22 Unit 784,-1.27381,36.849769,2860356,2,apartment,8,10,20
2104,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 15 Unit 1812,-1.284491,36.861238,2613366,2,apartment,8,17,20
2105,Coast affordable,Mombasa,Mombasa Bamburi — Block 25 Unit 570,-3.982713,39.720935,4010770,3,apartment,8,8,12
2106,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 4 Unit 171,-1.17589,36.994479,1823353,1,apartment,41,16,25
2107,County affordable,Uasin Gishu,Eldoret Langas — Block 21 Unit 2186,0.510843,35.271368,2302694,1,apartment,8,9,2
2108,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 10 Unit 923,-1.280917,36.850879,1933841,1,apartment,20,19,28
2109,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 18 Unit 1743,-1.179318,36.972559,2148088,1,apartment,39,7,11
2110,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 7 Unit 244,-1.149715,36.989382,3450960,3,maisonette,21,8,19
2111,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 2 Unit 1497,-1.161922,36.968963,3645840,2,apartment,21,4,18
2112,County affordable,Kisumu,Kisumu Manyatta — Block 2 Unit 1258,-0.123223,34.772115,3983117,2,apartment,27,4,10
2113,Boma Yangu / AHP,Machakos,Kangundo Road — Block 21 Unit 150,-1.331009,37.027088,2360500,2,maisonette,31,20,9
2114,Boma Yangu / AHP,Machakos,Kangundo Road — Block 23 Unit 1506,-1.304177,37.027034,7296427,4,maisonette,8,5,18
2115,County affordable,Nakuru,Nakuru Pipeline — Block 3 Unit 1612,-0.281468,36.044363,7371715,4,apartment,16,3,2
2116,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 20 Unit 1090,-1.225923,36.898763,3176160,2,apartment,26,15,26
2117,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 23 Unit 979,-1.128863,36.956903,3864359,3,apartment,29,7,23
2118,Private affordable,Kajiado,Ongata Rongai — Block 19 Unit 1001,-1.379192,36.75476,3516887,3,apartment,17,9,4
2119,Private affordable,Kajiado,Ongata Rongai — Block 14 Unit 1045,-1.38138,36.775954,3575054,3,apartment,5,11,8
2120,County affordable,Nakuru,Nakuru Pipeline — Block 15 Unit 431,-0.292553,36.068099,3650805,3,apartment,8,4,4
2121,County affordable,Uasin Gishu,Eldoret Langas — Block 21 Unit 1865,0.516541,35.270736,2919080,2,maisonette,6,5,11
2122,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 5 Unit 1491,-1.111827,36.938993,3078029,3,apartment,42,5,8
2123,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 13 Unit 111,-1.119312,36.981897,4339016,3,maisonette,9,4,10
2124,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 16 Unit 161,-1.318348,36.881832,5100516,3,maisonette,24,9,29
2125,County affordable,Nakuru,Nakuru Pipeline — Block 16 Unit 828,-0.298152,36.068828,2968133,2,apartment,6,4,6
2126,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 3 Unit 147,-1.171521,36.998862,3966638,2,maisonette,11,4,22
2127,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 7 Unit 572,-1.456763,36.967844,3268610,3,apartment,27,14,6
2128,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 1 Unit 1207,-1.305833,36.889012,5187654,4,apartment,16,5,28
2129,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 24 Unit 1008,-1.307537,36.906109,3591196,3,apartment,17,21,19
2130,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 26 Unit 674,-1.451342,36.973996,4765305,4,apartment,8,16,13
2131,County affordable,Nakuru,Nakuru Pipeline — Block 19 Unit 217,-0.293093,36.070406,5393286,3,apartment,11,9,4
2132,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 15 Unit 1897,-1.112179,36.93023,1763608,1,maisonette,26,14,29
2133,Private affordable,Kajiado,Ongata Rongai — Block 20 Unit 2193,-1.391878,36.783751,3942347,2,apartment,8,10,6
2134,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 15 Unit 225,-1.346328,36.94034,1992195,1,apartment,13,22,14
2135,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 7 Unit 129,-1.451151,36.966698,6951491,4,maisonette,25,12,9
2136,County affordable,Kisumu,Kisumu Manyatta — Block 2 Unit 297,-0.109306,34.768709,3578584,2,maisonette,18,8,13
2137,Private affordable,Kajiado,Ongata Rongai — Block 20 Unit 1779,-1.388232,36.747863,1944364,1,apartment,10,5,10
2138,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 19 Unit 1254,-1.26783,36.825573,6688939,4,apartment,30,20,16
2139,Private affordable,Kajiado,Ongata Rongai — Block 18 Unit 1762,-1.389815,36.761333,4663798,3,maisonette,24,5,8
2140,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 1 Unit 1187,-1.460146,36.973977,2263141,1,apartment,5,10,8
2141,County affordable,Nakuru,Nakuru Pipeline — Block 3 Unit 358,-0.289307,36.051091,4234370,4,apartment,11,6,7
2142,Coast affordable,Mombasa,Mombasa Bamburi — Block 4 Unit 311,-3.965912,39.741327,2618701,2,maisonette,11,12,8
2143,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 5 Unit 1141,-1.11433,36.958112,4672003,3,maisonette,29,22,30
2144,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 7 Unit 395,-1.320799,36.904113,2665806,2,apartment,43,22,27
2145,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 18 Unit 1535,-1.351938,36.931564,2276025,2,apartment,12,13,8
2146,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 21 Unit 1234,-1.451989,36.945215,3862127,3,apartment,5,5,9
2147,Boma Yangu / AHP,Nairobi,Starehe — Block 21 Unit 1150,-1.280918,36.833414,1791058,1,apartment,20,4,21
2148,Boma Yangu / AHP,Machakos,Kangundo Road — Block 26 Unit 1601,-1.325632,37.024348,4356902,3,apartment,30,15,10
2149,Coast affordable,Mombasa,Mombasa Likoni — Block 18 Unit 1381,-4.082549,39.671357,4148157,3,apartment,23,5,3
2150,Coast affordable,Mombasa,Mombasa Bamburi — Block 17 Unit 1988,-3.964541,39.723933,4010072,2,apartment,28,5,9
2151,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 27 Unit 1886,-1.445786,36.965585,3746696,4,apartment,23,11,26
2152,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 5 Unit 1207,-1.47847,36.963913,2369602,2,apartment,11,18,14
2153,Coast affordable,Mombasa,Mombasa Bamburi — Block 9 Unit 384,-3.961495,39.737592,2120215,1,maisonette,13,10,10
2154,Private affordable,Kajiado,Ongata Rongai — Block 22 Unit 273,-1.416135,36.761359,2411603,1,maisonette,26,9,4
2155,County affordable,Nakuru,Nakuru Pipeline — Block 2 Unit 1368,-0.307192,36.043036,3845847,3,maisonette,22,3,6
2156,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 21 Unit 1680,-1.478577,36.958605,1765021,1,apartment,23,5,10
2157,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 15 Unit 2192,-1.463244,36.979669,2196267,1,apartment,13,10,3
2158,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 25 Unit 1840,-1.318517,36.897206,4032546,2,apartment,33,15,11
2159,Coast affordable,Mombasa,Mombasa Likoni — Block 5 Unit 929,-4.088446,39.671501,2298712,1,maisonette,27,9,2
2160,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 5 Unit 124,-1.447165,36.992099,2484094,1,apartment,34,13,14
2161,Coast affordable,Mombasa,Mombasa Likoni — Block 17 Unit 494,-4.103927,39.646284,2597809,1,maisonette,16,3,14
2162,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 5 Unit 452,-1.208683,36.906699,5283971,3,apartment,24,17,9
2163,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 1 Unit 507,-1.464657,36.949365,3751794,2,apartment,7,8,13
2164,Boma Yangu / AHP,Machakos,Kangundo Road — Block 13 Unit 1316,-1.338899,37.030282,3065026,2,apartment,8,5,6
2165,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 23 Unit 821,-1.10731,36.949018,2960829,1,apartment,27,20,9
2166,Boma Yangu / AHP,Machakos,Kangundo Road — Block 21 Unit 1801,-1.317683,37.021438,4074519,2,apartment,23,18,28
2167,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 11 Unit 1397,-1.457266,36.975857,1657999,1,apartment,8,15,30
2168,Coast affordable,Mombasa,Mombasa Likoni — Block 17 Unit 1718,-4.072292,39.651251,2529416,1,apartment,27,11,9
2169,Boma Yangu / AHP,Machakos,Kangundo Road — Block 4 Unit 1509,-1.344053,37.029034,5475641,4,apartment,30,12,22
2170,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 21 Unit 731,-1.13243,36.949744,2962580,3,apartment,14,22,11
2171,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 17 Unit 1181,-1.267408,36.824149,3164933,2,apartment,39,15,18
2172,County affordable,Nakuru,Nakuru Pipeline — Block 16 Unit 1846,-0.31064,36.043127,3087176,2,apartment,20,6,11
2173,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 23 Unit 1472,-1.111399,36.962979,2574791,1,maisonette,17,12,8
2174,County affordable,Uasin Gishu,Eldoret Langas — Block 10 Unit 738,0.50259,35.26983,4621342,3,apartment,21,3,7
2175,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 2 Unit 695,-1.225683,36.917279,3556682,3,apartment,20,19,20
2176,County affordable,Uasin Gishu,Eldoret Langas — Block 2 Unit 1547,0.495917,35.245421,4446123,3,apartment,4,11,8
2177,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 24 Unit 767,-1.283457,36.851641,4203175,3,apartment,24,4,26
2178,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 16 Unit 1568,-1.496363,36.976721,2812526,2,apartment,17,11,11
2179,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 20 Unit 2079,-1.301349,36.89535,3838713,4,apartment,43,19,30
2180,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 13 Unit 1640,-1.510115,36.933157,5541733,3,apartment,5,12,6
2181,County affordable,Kisumu,Kisumu Manyatta — Block 9 Unit 582,-0.114556,34.752376,2410377,2,apartment,25,6,6
2182,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 24 Unit 1022,-1.214449,36.90659,4064431,2,apartment,40,17,19
2183,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 2 Unit 1121,-1.326332,36.901391,2457413,1,apartment,25,5,18
2184,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 1 Unit 971,-1.32707,36.888172,2392990,1,apartment,31,5,22
2185,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 24 Unit 1215,-1.326064,36.883567,4137019,3,apartment,39,8,11
2186,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 15 Unit 1121,-1.180186,36.979481,3154944,2,apartment,11,11,7
2187,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 25 Unit 720,-1.447115,36.967848,3807116,2,apartment,19,16,11
2188,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 3 Unit 1856,-1.145651,36.965643,3899131,3,apartment,13,22,13
2189,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 17 Unit 1865,-1.505437,36.963667,5602957,3,apartment,22,6,8
2190,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 12 Unit 1856,-1.145038,36.976697,4875298,3,maisonette,5,11,11
2191,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 2 Unit 1751,-1.354658,36.960951,4087752,2,apartment,34,11,27
2192,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 3 Unit 431,-1.440268,36.979098,6812663,4,apartment,13,3,12
2193,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 27 Unit 1979,-1.179734,36.990518,6591308,4,maisonette,33,14,25
2194,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 9 Unit 1743,-1.231807,36.904958,3922143,2,apartment,18,18,8
2195,County affordable,Kisumu,Kisumu Manyatta — Block 3 Unit 1111,-0.111057,34.760778,2044034,1,maisonette,25,8,8
2196,Coast affordable,Mombasa,Mombasa Likoni — Block 19 Unit 750,-4.078692,39.66883,7254025,4,apartment,26,5,5
2197,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 13 Unit 569,-1.1571,36.970805,4733089,3,maisonette,30,19,20
2198,Coast affordable,Mombasa,Mombasa Bamburi — Block 8 Unit 1529,-3.989673,39.726691,3050610,2,maisonette,28,12,12
2199,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 27 Unit 1207,-1.129262,36.967528,3018776,1,maisonette,14,3,12
2200,Boma Yangu / AHP,Nairobi,Starehe — Block 27 Unit 1377,-1.263195,36.841578,3414841,3,apartment,36,20,15
2201,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 9 Unit 1422,-1.353076,36.946118,5003632,3,apartment,22,6,25
2202,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 15 Unit 2115,-1.287926,36.832636,4913540,3,apartment,36,5,12
2203,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 2 Unit 2010,-1.264509,36.82499,3986157,3,apartment,42,18,23
2204,Boma Yangu / AHP,Machakos,Athi River Mavoko — Block 22 Unit 162,-1.432078,36.969444,5402409,3,apartment,21,4,21
2205,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 13 Unit 844,-1.503563,36.958503,2670500,1,apartment,22,8,3
2206,County affordable,Uasin Gishu,Eldoret Langas — Block 23 Unit 1960,0.507593,35.269532,7374238,4,apartment,27,4,2
2207,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 21 Unit 1409,-1.281418,36.849743,6966826,4,apartment,35,16,27
2208,Coast affordable,Mombasa,Mombasa Likoni — Block 8 Unit 346,-4.081785,39.671096,3435571,2,apartment,4,3,8
2209,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 2 Unit 638,-1.210241,36.890919,3291727,3,apartment,29,16,15
2210,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 13 Unit 1184,-1.290971,36.845088,4714059,3,apartment,43,14,11
2211,County affordable,Kisumu,Kisumu Manyatta — Block 16 Unit 790,-0.116632,34.762995,4896101,4,apartment,6,8,13
2212,County affordable,Uasin Gishu,Eldoret Langas — Block 24 Unit 161,0.51711,35.256529,3208828,2,apartment,5,9,2
2213,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 16 Unit 118,-1.305838,36.886817,5173747,3,apartment,8,15,16
2214,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 10 Unit 1065,-1.284166,36.856581,5565176,3,apartment,36,4,13
2215,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 11 Unit 1101,-1.290246,36.862086,5215860,3,apartment,18,10,9
2216,Boma Yangu / AHP,Machakos,Syokimau Phase — Block 7 Unit 197,-1.378653,36.957685,3191974,2,apartment,14,20,12
2217,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 8 Unit 1952,-1.505425,36.957129,3351477,2,apartment,21,8,13
2218,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 21 Unit 755,-1.105487,36.966855,3374183,3,maisonette,15,14,10
2219,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 18 Unit 1824,-1.159876,36.992239,4194764,4,apartment,37,13,21
2220,Boma Yangu / AHP,Nairobi,Starehe — Block 24 Unit 435,-1.273288,36.835073,4946344,3,apartment,30,16,13
2221,Boma Yangu / AHP,Machakos,Kangundo Road — Block 3 Unit 872,-1.332635,37.017053,3501083,3,apartment,44,12,6
2222,Boma Yangu / AHP,Nairobi,Starehe — Block 3 Unit 2192,-1.263743,36.832014,2320818,2,apartment,35,19,22
2223,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 16 Unit 426,-1.270574,36.822799,2985427,2,maisonette,38,21,29
2224,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 7 Unit 1194,-1.433693,36.974586,2760941,2,apartment,13,6,13
2225,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 6 Unit 214,-1.442102,36.962396,4580567,3,maisonette,24,10,12
2226,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 14 Unit 520,-1.321144,36.88113,4598725,4,apartment,45,4,6
2227,Coast affordable,Mombasa,Mombasa Bamburi — Block 7 Unit 1315,-3.988727,39.710514,4946379,3,maisonette,25,10,14
2228,Boma Yangu / AHP,Machakos,Kangundo Road — Block 27 Unit 1919,-1.314494,37.006588,2438836,2,apartment,17,12,28
2229,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 14 Unit 2096,-1.149868,36.990112,3063673,2,apartment,36,7,23
2230,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 27 Unit 2087,-1.12257,36.94936,2565241,1,apartment,32,8,25
2231,Boma Yangu / AHP,Nairobi,Embakasi Pipeline — Block 21 Unit 1648,-1.326884,36.905573,1903657,1,apartment,9,22,28
2232,Boma Yangu / AHP,Nairobi,Mukuru kwa Reuben — Block 3 Unit 753,-1.308205,36.893725,3749210,3,apartment,19,12,9
2233,Boma Yangu / AHP,Machakos,Kangundo Road — Block 1 Unit 1576,-1.32181,37.017674,4529184,3,apartment,23,4,8
2234,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 2 Unit 2052,-1.277959,36.853502,3670396,3,apartment,37,19,19
2235,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 23 Unit 475,-1.133199,36.978981,3278823,3,maisonette,19,8,13
2236,County affordable,Uasin Gishu,Eldoret Langas — Block 1 Unit 1188,0.511132,35.243989,2361066,1,apartment,10,8,10
2237,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 8 Unit 1899,-1.218856,36.89771,3920639,3,apartment,40,16,26
2238,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 11 Unit 303,-1.148445,37.003092,2948513,1,apartment,38,18,21
2239,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 3 Unit 2006,-1.500257,36.975923,3409068,2,apartment,18,4,2
2240,Coast affordable,Mombasa,Mombasa Bamburi — Block 5 Unit 1391,-3.966028,39.73644,3618994,3,apartment,9,5,4
2241,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 25 Unit 1235,-1.23495,36.892549,5477022,4,apartment,12,12,19
2242,County affordable,Kisumu,Kisumu Manyatta — Block 5 Unit 2183,-0.1241,34.753619,2603617,2,maisonette,24,6,2
2243,Tsavo / affordable corridor,Kajiado,Kitengela South — Block 12 Unit 1976,-1.48494,36.940851,4330669,3,apartment,13,7,14
2244,Boma Yangu / AHP,Nairobi,Shauri Moyo — Block 23 Unit 1812,-1.280833,36.85102,1807729,1,apartment,25,9,7
2245,County affordable,Nakuru,Nakuru Pipeline — Block 14 Unit 2129,-0.310288,36.070811,2687285,2,apartment,21,3,5
2246,Coast affordable,Mombasa,Mombasa Likoni — Block 12 Unit 257,-4.094651,39.671082,4917332,3,apartment,9,5,13
2247,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 22 Unit 1097,-1.127153,36.965041,2688776,1,apartment,23,12,3
2248,Boma Yangu / AHP,Nairobi,Starehe — Block 22 Unit 1928,-1.262105,36.849195,3334920,3,apartment,33,21,22
2249,Boma Yangu / AHP,Nairobi,Starehe — Block 9 Unit 1786,-1.279206,36.850118,5595290,3,apartment,19,19,13
2250,Tsavo / affordable corridor,Machakos,Tsavo Road Athi River — Block 2 Unit 1855,-1.429412,36.964866,3688945,2,apartment,9,8,13
2251,Private affordable,Kajiado,Ongata Rongai — Block 19 Unit 2161,-1.380342,36.746911,3483176,3,apartment,27,2,8
2252,Private affordable,Kiambu,Ruiru Eastern Bypass — Block 26 Unit 1471,-1.12778,36.96917,4303548,4,apartment,12,11,6
2253,Boma Yangu / AHP,Nairobi,Clay City Kasarani — Block 22 Unit 627,-1.22088,36.917678,5397964,3,apartment,8,16,9
2254,Private affordable,Kajiado,Ongata Rongai — Block 15 Unit 2127,-1.377853,36.761355,4125371,3,apartment,4,6,8
2255,Boma Yangu / AHP,Kiambu,Ruiru Kamulu — Block 17 Unit 1586,-1.152816,36.995913,3748269,2,apartment,31,6,22
2256,County affordable,Kisumu,Kisumu Manyatta — Block 3 Unit 1622,-0.124017,34.770322,2669762,2,apartment,27,11,13
2257,County affordable,Uasin Gishu,Eldoret Langas — Block 10 Unit 1307,0.510293,35.250586,3007351,1,apartment,4,6,11
2258,County affordable,Kisumu,Kisumu Manyatta — Block 24 Unit 1939,-0.109895,34.762887,2433534,1,apartment,18,7,8
2259,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 6 Unit 228,-1.274378,36.814989,3545403,3,apartment,29,15,10
2260,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 26 Unit 1972,-1.131692,36.93933,3871814,3,apartment,38,14,6
2261,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 7 Unit 1085,-1.286632,36.831789,3340337,3,apartment,12,9,20
2262,Boma Yangu / AHP,Kiambu,Thika Road corridor — Block 17 Unit 1917,-1.100066,36.936881,2805460,1,maisonette,45,20,25
2263,Boma Yangu / AHP,Nairobi,Park Road Ngara — Block 3 Unit 335,-1.267432,36.82727,4414065,4,maisonette,36,11,21
2264,Private affordable,Kajiado,Ongata Rongai — Block 9 Unit 951,-1.414606,36.755664,3055444,1,apartment,8,8,5
