listing_id,housing_program,county,estate,latitude,longitude,price_kes,bedrooms,property_type,schools_2km,hospitals_3km,transit_stops_1km,source,source_url,price_estimated
290,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 290,-1.271678,36.864038,2890347,2,apartment,24,5,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
291,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 291,-1.268828,36.851197,5168243,4,apartment,10,16,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
292,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 292,-1.29141,36.842703,6032805,3,apartment,26,16,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
293,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 293,-1.273678,36.862229,1831838,1,apartment,14,10,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
294,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 294,-1.29139,36.860657,4098041,2,apartment,16,16,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
295,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 295,-1.277959,36.848266,6193793,4,apartment,26,6,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
296,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 296,-1.279603,36.854653,4225849,3,apartment,34,5,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
297,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 297,-1.287018,36.85604,5824669,3,apartment,33,16,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
298,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 298,-1.289094,36.861241,3408550,2,apartment,21,7,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
299,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 299,-1.276948,36.851977,6153575,3,apartment,33,9,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
300,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 300,-1.288679,36.860852,2953938,2,apartment,30,4,10,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
301,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 301,-1.270537,36.842353,4389871,3,apartment,33,11,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
302,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 302,-1.274958,36.845699,3602621,2,apartment,26,5,12,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
303,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 303,-1.290559,36.852859,5208658,3,apartment,33,11,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
304,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 304,-1.28817,36.846301,3387620,2,apartment,17,6,6,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
305,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 305,-1.281801,36.861193,4115711,2,apartment,19,17,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
306,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 306,-1.275881,36.862691,2861003,1,apartment,25,9,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
307,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 307,-1.290659,36.854608,2317291,1,apartment,17,17,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
308,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 308,-1.290551,36.858717,6744376,4,apartment,16,11,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
309,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 309,-1.26906,36.861877,2672183,2,apartment,32,5,10,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
310,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 310,-1.271488,36.845516,2666602,1,apartment,22,4,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
311,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 311,-1.281987,36.852458,6815833,4,apartment,34,4,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
312,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 312,-1.284065,36.846322,6643323,4,apartment,15,6,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
313,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 313,-1.270706,36.858766,2750857,2,apartment,22,15,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
314,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 314,-1.271309,36.864419,7004360,4,apartment,11,16,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
315,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 315,-1.278477,36.863352,3473081,2,apartment,13,17,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
316,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 316,-1.27993,36.852731,5842628,3,apartment,18,7,12,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
317,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 317,-1.289367,36.843636,3226410,2,apartment,23,14,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
318,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 318,-1.269184,36.856471,2738818,2,apartment,8,8,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
319,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 319,-1.268103,36.847026,5658623,4,apartment,18,11,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
320,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 320,-1.268068,36.84745,6801603,4,apartment,9,8,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
321,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 321,-1.286838,36.855423,5202651,4,apartment,17,16,10,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
322,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 322,-1.276497,36.846622,3411929,2,apartment,29,16,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
323,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 323,-1.268749,36.850127,5846755,3,apartment,11,5,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
324,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 324,-1.281013,36.864474,3959020,2,apartment,18,8,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
325,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 325,-1.287133,36.849475,2448572,1,apartment,13,13,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
326,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 326,-1.281087,36.847265,5595832,3,apartment,27,16,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
327,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 327,-1.287011,36.844353,6035341,3,apartment,23,10,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
328,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 328,-1.279324,36.852258,3043060,2,apartment,34,5,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
329,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 329,-1.281398,36.843381,3364714,2,apartment,27,12,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
330,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 330,-1.276218,36.842998,3556612,2,apartment,34,4,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
331,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 331,-1.280107,36.843226,4034808,2,apartment,29,15,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
332,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 332,-1.272759,36.852054,4785746,3,apartment,25,6,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
333,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 333,-1.283177,36.857678,5240770,3,apartment,29,13,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
334,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 334,-1.282619,36.85198,7013109,4,apartment,29,9,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
335,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 335,-1.280488,36.846949,2683887,1,apartment,24,14,11,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
336,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 336,-1.286755,36.856821,1936073,1,apartment,28,7,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
337,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 337,-1.288863,36.864723,4308724,3,apartment,29,6,10,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
338,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 338,-1.284529,36.854483,2902485,2,apartment,31,14,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
339,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 339,-1.287317,36.850362,3733052,2,apartment,29,10,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
340,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 340,-1.284959,36.849178,3211893,2,apartment,11,13,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
341,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 341,-1.289843,36.853325,5433073,3,apartment,14,14,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
342,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 342,-1.271959,36.852535,4742365,3,apartment,30,7,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
343,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 343,-1.287288,36.852997,3177296,2,apartment,17,9,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
344,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 344,-1.273478,36.84931,2893682,2,apartment,15,9,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
345,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 345,-1.28425,36.85064,2326586,1,apartment,32,7,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
346,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 346,-1.269201,36.853728,5233941,3,apartment,25,4,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
347,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 347,-1.276796,36.863132,6196957,3,apartment,30,16,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
348,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 348,-1.280459,36.843725,5447274,3,apartment,8,12,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
349,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 349,-1.281744,36.855414,3390903,2,apartment,28,11,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
350,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 350,-1.288913,36.847182,4111630,3,apartment,29,4,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
351,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 351,-1.270571,36.863135,6186542,3,apartment,12,8,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
352,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 352,-1.285087,36.856329,3606281,2,apartment,33,10,11,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
353,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 353,-1.28441,36.845853,6782405,4,apartment,14,6,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
354,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 354,-1.268738,36.851447,1871283,1,apartment,30,4,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
355,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 355,-1.28731,36.861265,4098995,3,apartment,34,7,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
356,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 356,-1.28816,36.858043,8197502,4,apartment,29,9,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
357,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 357,-1.268372,36.848128,5883863,4,apartment,8,10,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
358,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 358,-1.285448,36.860397,3573281,2,apartment,28,12,12,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
359,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 359,-1.286407,36.841881,5771327,3,apartment,23,11,12,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
360,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 360,-1.290593,36.84677,7872188,4,apartment,22,14,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
361,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 361,-1.282035,36.859707,3831509,3,apartment,12,9,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
362,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 362,-1.286829,36.851619,3296461,2,apartment,20,14,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
363,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 363,-1.274951,36.865369,3627603,2,apartment,12,9,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
364,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 364,-1.269361,36.847679,4188795,2,apartment,27,5,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
365,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 365,-1.280283,36.846591,5312921,4,apartment,12,6,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
366,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 366,-1.284575,36.860883,2938806,2,apartment,32,11,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
367,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 367,-1.284942,36.847891,4291680,3,apartment,15,5,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
368,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 368,-1.281872,36.84717,6289186,4,apartment,30,12,12,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
369,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 369,-1.287634,36.85712,2656186,2,apartment,19,14,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
370,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 370,-1.269503,36.862201,2997059,2,apartment,30,5,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
371,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 371,-1.270703,36.849117,2680857,2,apartment,10,12,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
372,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 372,-1.288442,36.860518,4013462,3,apartment,33,5,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
373,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 373,-1.270481,36.854437,6411912,4,apartment,34,14,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
374,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 374,-1.273536,36.848686,4701384,3,apartment,11,17,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
375,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 375,-1.279394,36.855761,3404599,2,apartment,31,9,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
376,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 376,-1.269605,36.847699,5613173,3,apartment,27,8,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
377,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 377,-1.286996,36.860863,3436944,2,apartment,20,17,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
378,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 378,-1.269492,36.865398,4619923,3,apartment,17,8,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
379,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 379,-1.267842,36.844029,4832225,3,apartment,24,9,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
380,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 380,-1.284704,36.860685,6922057,4,apartment,18,12,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
381,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 381,-1.284289,36.860262,4013647,2,apartment,13,8,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
382,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 382,-1.275717,36.861688,6064680,3,apartment,8,10,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
383,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 383,-1.277996,36.853672,7278136,4,apartment,20,4,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
384,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 384,-1.270758,36.842519,3945963,2,apartment,18,9,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
385,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 385,-1.273528,36.84796,5162818,4,apartment,22,16,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
386,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 386,-1.270264,36.84696,5023902,3,apartment,22,9,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
387,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 387,-1.285983,36.84243,4238819,3,apartment,17,17,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
388,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 388,-1.276267,36.859633,6012849,3,apartment,22,5,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
389,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 389,-1.27615,36.846614,2339438,1,apartment,8,16,21,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
390,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 390,-1.283131,36.855664,3934088,3,apartment,11,7,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
391,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 391,-1.269395,36.849749,4044628,2,apartment,30,6,10,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
392,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 392,-1.289361,36.84466,3208680,2,apartment,9,4,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
393,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 393,-1.28834,36.861632,1888869,1,apartment,27,12,6,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
394,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 394,-1.276379,36.86295,4399586,3,apartment,25,10,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
395,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 395,-1.280783,36.850083,7280799,4,apartment,12,10,6,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
396,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 396,-1.272403,36.848034,3275084,2,apartment,12,14,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
397,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 397,-1.283596,36.858243,5789382,3,apartment,25,15,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
398,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 398,-1.27316,36.849162,2703198,1,apartment,13,10,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
399,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 399,-1.28444,36.85543,5965471,3,apartment,14,8,11,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
400,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 400,-1.276596,36.856426,2848193,2,apartment,24,16,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
401,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 401,-1.275327,36.85816,3709664,2,apartment,24,5,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
402,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 402,-1.281704,36.843859,4193741,2,apartment,14,8,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
403,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 403,-1.285831,36.861692,5531556,3,apartment,20,11,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
404,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 404,-1.28018,36.853758,3814876,3,apartment,24,14,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
405,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 405,-1.278833,36.856225,6573800,4,apartment,34,14,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
406,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 406,-1.279144,36.853336,2417568,1,apartment,32,8,14,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
407,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 407,-1.268428,36.852591,3349312,2,apartment,23,6,13,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
408,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 408,-1.289236,36.841791,3633876,2,apartment,19,9,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
409,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 409,-1.290749,36.855457,3773546,2,apartment,34,6,7,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
410,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 410,-1.287504,36.856817,5624729,4,apartment,16,9,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
411,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 411,-1.273289,36.847314,3259613,2,apartment,14,16,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
412,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 412,-1.273375,36.862171,3175991,2,apartment,34,15,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
413,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 413,-1.28551,36.848086,4345920,3,apartment,25,12,20,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
414,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 414,-1.267754,36.85442,6090847,4,apartment,25,14,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
415,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 415,-1.286628,36.854463,4092693,2,apartment,26,15,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
416,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 416,-1.280965,36.865432,3318354,2,apartment,34,16,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
417,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 417,-1.285062,36.849478,5675965,3,apartment,25,11,6,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
418,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 418,-1.279389,36.857058,3260087,2,apartment,19,13,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
419,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 419,-1.283585,36.844831,4467229,3,apartment,19,6,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
420,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 420,-1.28081,36.847246,3872528,3,apartment,28,17,16,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
421,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 421,-1.283928,36.846026,2633849,2,apartment,14,13,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
422,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 422,-1.289962,36.843096,4077005,2,apartment,23,15,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
423,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 423,-1.287791,36.856335,2818550,1,apartment,14,10,18,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
424,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 424,-1.289798,36.861044,3602813,2,apartment,32,5,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
425,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 425,-1.269827,36.854965,2885766,2,apartment,26,6,22,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
426,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 426,-1.275681,36.859173,2914358,2,apartment,24,17,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
427,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 427,-1.284314,36.853231,6581003,4,apartment,28,9,19,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
428,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 428,-1.290418,36.850231,3371257,2,apartment,27,9,5,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
429,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 429,-1.276065,36.856427,3302685,2,apartment,25,14,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
430,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 430,-1.27444,36.844245,5848274,3,apartment,20,12,17,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
431,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 431,-1.2905,36.847144,4238471,3,apartment,23,10,8,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
432,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 432,-1.287281,36.861564,3507868,2,apartment,32,10,9,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
433,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 433,-1.291092,36.863977,6016889,3,apartment,21,17,15,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
434,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 434,-1.273208,36.865062,2035432,1,apartment,32,7,24,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
435,Boma Yangu / AHP,Nairobi,Shauri Moyo - Unit 435,-1.289645,36.862173,3480517,2,apartment,9,12,23,boma_yangu_public,https://legacy.bomayangu.go.ke/Ahp,True
