country,indicator_code,indicator_name,year,value
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),1997,0.023857485
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),1998,0.03691479
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),1999,0.079282155
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2000,0.415770183556447
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2001,1.89758301688501
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2002,3.63815196215681
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2003,4.72713199362788
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2004,7.33478416366219
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2005,12.8838631190706
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2006,19.8902975525043
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2007,29.8383317494537
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2008,41.5840102028368
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2009,47.9215304374475
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2010,60.0234402305252
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2011,65.6730161546273
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2012,70.0226527327794
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2013,70.7541086893706
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2014,73.0327455558393
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2015,80.0958263165851
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2016,80.9772361004341
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2017,87.026530838819
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2018,98.5944679106884
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2019,106.547822056778
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2020,117.602526394779
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2021,122.297519656734
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2022,121.168999135357
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2023,120.612416887959
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2024,126.477706000949
KE,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),2025,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1960,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1961,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1962,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1963,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1964,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1965,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1966,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1967,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1968,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1969,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1970,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1971,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1972,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1973,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1974,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1975,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1976,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1977,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1978,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1979,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1980,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1981,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1982,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1983,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1984,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1985,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1986,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1987,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1988,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1989,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1990,0.0
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1991,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1992,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1993,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1994,
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1995,0.000727
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1996,0.00884
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1997,0.0344
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1998,0.0503
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),1999,0.114
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2000,0.318059713612037
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2001,0.619782266151425
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2002,1.20777388492125
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2003,2.94190286101524
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2004,3.0235280420962
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2005,3.101900101
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2006,3.599999905
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2007,4.400000095
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2008,5.199999809
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2009,6.1
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2010,7.2
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2011,8.800000191
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2012,10.5
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2013,13.0
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2014,16.5
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2015,16.5878548475992
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2016,16.6
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2017,17.82710075
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2018,19.5
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2019,22.6687733618171
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2020,24.7227993
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2021,26.96290016
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2022,29.40589905
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2023,32.07040024
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2024,34.97622513
KE,IT.NET.USER.ZS,Individuals using the Internet (% of population),2025,
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1960,
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1961,
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1962,
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1963,
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1964,12.4194047654709
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1965,12.8226761567554
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1966,14.7150739702965
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1967,18.6733303044071
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1968,18.5177522138542
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1969,17.9898243256216
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1970,19.6818356441868
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1971,22.7036558868911
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1972,21.7592346532022
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1973,20.4497324376637
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1974,19.1194494201942
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1975,20.213094342776
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1976,19.9800460924601
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1977,20.9694096456799
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1978,25.0764734867519
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1979,19.171315766887
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1980,18.3227594760616
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1981,18.6113261093911
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1982,19.0277845000128
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1983,18.1145891180292
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1984,17.1532429579595
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1985,17.2714251137766
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1986,19.6359277440359
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1987,19.6261240448383
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1988,20.4468755787046
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1989,19.4580996584002
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1990,20.648197627687
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1991,19.030097137824
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1992,16.5813700913836
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1993,16.9376161081051
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1994,18.8730714787575
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1995,21.3855866193786
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1996,16.0090581658668
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1997,15.3879007624174
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1998,15.6752132854385
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),1999,15.5914314794886
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2000,16.7088065135105
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2001,18.1515573586507
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2002,17.2368798490979
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2003,15.8382091250789
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2004,16.2592234815342
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2005,18.6991117625245
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2006,19.4244380225784
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2007,19.9647291071788
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2008,18.8649238157143
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2009,18.2864916251532
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2010,20.8470576462838
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2011,20.7086390580308
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2012,21.5850382332069
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2013,20.7857855351267
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2014,23.8847336743931
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2015,22.0910367724206
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2016,19.3917380733162
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2017,19.895722184842
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2018,19.0979953870895
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2019,18.961572231805
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2020,19.3215816602225
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2021,19.686261552744
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2022,18.6052528302827
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2023,17.4638027725876
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2024,17.5385919966115
KE,NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),2025,
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1960,16.8899002147668
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1961,17.1380695104351
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1962,15.4286588458886
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1963,13.9790024866669
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1964,15.4723912808443
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1965,16.6666713430615
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1966,16.280353897529
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1967,17.4670604270786
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1968,17.6611768600513
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1969,18.0435826053566
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1970,17.9722697586701
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1971,18.2873067355229
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1972,18.6805740100983
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1973,18.643971308209
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1974,18.3228056943528
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1975,17.886688393081
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1976,16.3573163181068
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1977,15.8669847841282
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1978,17.4325155020417
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1979,17.3203995365205
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1980,17.7777789731857
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1981,17.3890608875129
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1982,17.3095812253195
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1983,16.9086920577645
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1984,16.4291493076177
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1985,16.7407322173242
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1986,16.1804594237027
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1987,15.929756823564
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1988,16.7532821189209
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1989,16.3699112873458
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1990,16.3257927194842
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1991,17.0035108667738
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1992,15.8460707265979
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1993,14.3670196698653
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1994,14.5520570887762
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1995,13.5565179326743
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1996,16.3920534652717
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1997,15.926383171516
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1998,15.5421633218862
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",1999,14.915302558375
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2000,15.0158560285564
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2001,15.3096240912508
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2002,15.4535611803669
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2003,15.6231500412624
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2004,16.2050773387406
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2005,17.0126260396617
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2006,19.3841059353688
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2007,19.3021680815154
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2008,18.5827717274425
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2009,18.386624667775
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2010,18.5746727706851
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2011,19.6629008334867
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2012,19.26155255789
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2013,19.0802591143975
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2014,19.0360328023672
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2015,18.8940456983605
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2016,18.1621592865164
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2017,17.5035092078691
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2018,17.313146131064
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2019,16.9305452274709
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2020,17.4002876322786
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2021,17.1524357767952
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2022,17.5274480968435
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2023,17.1222148239844
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2024,16.4676669412723
KE,NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",2025,
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1960,
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1961,-7.77463490371655
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1962,9.45735874072126
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1963,8.77834021621184
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1964,4.96446728844091
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1965,2.00909417103099
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1966,14.7285664015687
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1967,3.36123203258556
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1968,7.9826899693479
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1969,7.9592244594956
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1970,-4.65544691647621
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1971,22.1738919255764
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1972,17.082429349983
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1973,5.89658021016672
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1974,4.06561734893735
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1975,0.882203175319148
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1976,2.15396450322561
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1977,9.45379784408087
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1978,6.91249354626197
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1979,7.61522604591983
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1980,5.5919762059677
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1981,3.77354419402822
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1982,1.50647825757706
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1983,1.3090502411486
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1984,1.75521697703473
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1985,4.30056181879613
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1986,7.17755539065963
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1987,5.93710744420895
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1988,6.20318382314591
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1989,4.69034876792047
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1990,4.19205097155167
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1991,1.43834679171559
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1992,-0.799493958641349
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1993,0.353197256227247
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1994,2.632784517837
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1995,4.40621652482287
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1996,4.14683926876013
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1997,0.474901921293579
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1998,3.29021372249065
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),1999,2.30538859522412
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2000,0.599695390807426
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2001,3.77990649795343
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2002,0.546859530175595
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2003,2.93247554570904
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2004,5.10429977629738
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2005,5.90666607980057
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2006,6.47249430015484
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2007,6.85072976998784
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2008,0.232282744812977
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2009,3.30693981631089
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2010,8.05847360290906
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2011,5.1211061197056
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2012,4.56867961444982
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2013,3.7978483925754
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2014,5.02011100232484
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2015,4.96772112759767
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2016,4.21351706814744
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2017,3.83795817364721
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,5.64794640709219
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,5.11415885767801
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-0.272766327438816
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,7.59048947333467
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,4.85998104287999
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,5.71999241214208
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,4.72473994710138
KE,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2025,
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1960,102.824417465582
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1961,99.2716957068382
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1962,104.600455936259
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1963,107.393655978243
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1964,111.300544823892
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1965,106.865601340262
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1966,119.833476389359
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1967,121.90214207834
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1968,128.654646882243
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1969,133.310793093247
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1970,141.039390962597
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1971,150.852979093178
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1972,172.642044778441
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1973,198.578083872556
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1974,227.233442066411
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1975,241.224426147057
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1976,248.935108198575
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1977,311.48625291648
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1978,355.141982232607
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1979,403.242079834358
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1980,453.558973444809
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1981,412.883704225392
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1982,373.794835688888
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1983,335.037151735189
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1984,334.40283575753
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1985,319.503611010714
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1986,363.745117772717
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1987,386.630929992512
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1988,391.238771204282
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1989,374.489193682103
KE,NY.GDP.PCAP.CD,GDP per capita (current US$),1990,374.458992895562
